Processes: 411 total, 4 running, 407 sleeping, 1814 threads 
2018/10/10 10:38:01
Load Avg: 1.87, 1.65, 1.67 
CPU usage: 12.91% user, 14.16% sys, 72.91% idle 
SharedLibs: 189M resident, 56M data, 18M linkedit.
MemRegions: 93775 total, 4977M resident, 138M private, 1459M shared.
PhysMem: 15G used (2855M wired), 958M unused.
VM: 1863G vsize, 1302M framework vsize, 3123227(0) swapins, 3634695(0) swapouts.
Networks: packets: 0/0B in, 0/0B out.
Disks: 0/0B read, 0/0B written.

PID    COMMAND          %CPU TIME     #TH   #WQ #PORTS MEM    PURG   CMPRS  PGRP  PPID  STATE    BOOSTS     %CPU_ME %CPU_OTHRS UID FAULTS   COW    MSGSENT   MSGRECV   SYSBSD    SYSMACH   CSW       PAGEINS IDLEW POWER INSTRS CYCLES USER                   #MREGS RPRVT VPRVT VSIZE KPRVT KSHRD
190    xartstorageremot 0.0   00:00.54 0     0    0      0B     0B     0B     190   1     sleeping *0[0]      0.00000 0.00000    0   0        0      0         0         0         0         0         0       0     0.0   0          0          root                   N/A    N/A   N/A   N/A   N/A   N/A  
189    biometrickitd    0.0   00:04.29 0     0    0      0B     0B     0B     189   1     sleeping *0[0]      0.00000 0.00000    0   0        0      0         0         0         0         0         0       0     0.0   0          0          root                   N/A    N/A   N/A   N/A   N/A   N/A  
188    VDCAssistant     0.0   01:12.08 0     0    0      0B     0B     0B     188   1     sleeping *0[0]      0.00000 0.00000    262 0        0      0         0         0         0         0         0       0     0.0   0          0          _cmiodalassistants     N/A    N/A   N/A   N/A   N/A   N/A  
187    usbd             0.0   00:04.96 0     0    0      0B     0B     0B     187   1     sleeping  0[0]      0.00000 0.00000    0   0        0      0         0         0         0         0         0       0     0.0   0          0          root                   N/A    N/A   N/A   N/A   N/A   N/A  
185    apfsd            0.0   00:00.20 0     0    0      0B     0B     0B     185   1     sleeping *0[0]      0.00000 0.00000    0   0        0      0         0         0         0         0         0       0     0.0   0          0          root                   N/A    N/A   N/A   N/A   N/A   N/A  
184    com.apple.ifdrea 0.0   00:00.09 0     0    0      0B     0B     0B     184   1     sleeping  0[0]      0.00000 0.00000    0   0        0      0         0         0         0         0         0       0     0.0   0          0          root                   N/A    N/A   N/A   N/A   N/A   N/A  
180    tailspind        0.0   00:00.03 0     0    0      0B     0B     0B     180   1     sleeping  0[0]      0.00000 0.00000    0   0        0      0         0         0         0         0         0       0     0.0   0          0          root                   N/A    N/A   N/A   N/A   N/A   N/A  
179    awdd             0.0   00:04.34 0     0    0      0B     0B     0B     179   1     sleeping  0[0]      0.00000 0.00000    0   0        0      0         0         0         0         0         0       0     0.0   0          0          root                   N/A    N/A   N/A   N/A   N/A   N/A  
178    mDNSResponderHel 0.0   00:05.86 0     0    0      0B     0B     0B     178   1     sleeping *0[0]      0.00000 0.00000    0   0        0      2         1         1         1         1         0       1     0.0   21045      93022      root                   N/A    N/A   N/A   N/A   N/A   N/A  
176    mDNSResponder    0.2   01:01.49 0     0    0      0B     0B     0B     176   1     sleeping *0[0]      0.00000 0.00000    65  0        0      1         0         50        2         10        0       0     0.2   734241     6729309    _mdnsresponder         N/A    N/A   N/A   N/A   N/A   N/A  
175    amfid            0.0   00:04.45 0     0    0      0B     0B     0B     175   1     sleeping *0[0]      0.00000 0.00000    0   0        0      0         0         0         0         0         0       0     0.0   0          0          root                   N/A    N/A   N/A   N/A   N/A   N/A  
174    lsd              0.0   00:01.95 0     0    0      0B     0B     0B     174   1     sleeping *0[0]      0.00000 0.00000    0   0        0      0         0         0         0         0         0       0     0.0   0          0          root                   N/A    N/A   N/A   N/A   N/A   N/A  
173    syspolicyd       0.0   00:02.22 0     0    0      0B     0B     0B     173   1     sleeping  0[0]      0.00000 0.00000    0   0        0      0         0         0         0         0         0       0     0.0   0          0          root                   N/A    N/A   N/A   N/A   N/A   N/A  
164    nsurlsessiond    0.0   00:03.86 0     0    0      0B     0B     0B     164   1     sleeping  0[0]      0.00000 0.00000    242 0        0      0         0         0         0         0         0       0     0.0   0          0          _nsurlsessiond         N/A    N/A   N/A   N/A   N/A   N/A  
158    mobileassetd     0.0   00:04.83 0     0    0      0B     0B     0B     158   1     sleeping  0[0]      0.00000 0.00000    0   0        0      0         0         0         0         0         0       0     0.0   0          0          root                   N/A    N/A   N/A   N/A   N/A   N/A  
156    symptomsd        0.0   00:43.42 0     0    0      0B     0B     0B     156   1     sleeping  0[0]      0.00480 0.00000    24  0        0      1         1         21        2         5         0       0     0.0   369138     1709266    _networkd              N/A    N/A   N/A   N/A   N/A   N/A  
151    ctkd             0.0   00:00.03 0     0    0      0B     0B     0B     151   1     sleeping  0[0]      0.00000 0.00000    259 0        0      0         0         0         0         0         0       0     0.0   0          0          _ctkd                  N/A    N/A   N/A   N/A   N/A   N/A  
146    trustd           0.0   00:17.72 0     0    0      0B     0B     0B     146   1     sleeping  0[0]      0.00000 0.00000    0   0        0      0         0         0         0         0         0       0     0.0   0          0          root                   N/A    N/A   N/A   N/A   N/A   N/A  
143    com.apple.ctkpcs 0.0   00:00.03 0     0    0      0B     0B     0B     143   1     sleeping  0[0]      0.00000 0.00000    0   0        0      0         0         0         0         0         0       0     0.0   0          0          root                   N/A    N/A   N/A   N/A   N/A   N/A  
142    coreaudiod       4.2   21:44.41 0     0    0      0B     0B     0B     142   1     sleeping *0[0]      0.00000 0.00000    202 0        0      93        0         746       186       186       0       23    5.3   66251005   116947130  _coreaudiod            N/A    N/A   N/A   N/A   N/A   N/A  
141    nehelper         0.0   00:00.85 0     0    0      0B     0B     0B     141   1     sleeping  0[0]      0.00000 0.00000    0   0        0      0         0         0         0         0         0       0     0.0   0          0          root                   N/A    N/A   N/A   N/A   N/A   N/A  
138    airportd         0.0   08:44.91 0     0    0      0B     0B     0B     138   1     sleeping *0[0]      0.00000 0.00000    0   0        0      0         0         0         0         0         0       0     0.0   0          0          root                   N/A    N/A   N/A   N/A   N/A   N/A  
134    contextstored    0.0   00:34.08 0     0    0      0B     0B     0B     134   1     sleeping *0[2]      0.00000 0.02294    0   0        0      10        2         16        10        5         0       0     0.0   425476     1049296    root                   N/A    N/A   N/A   N/A   N/A   N/A  
132    aslmanager       0.0   00:01.88 0     0    0      0B     0B     0B     132   1     sleeping *0[0]      0.00000 0.00000    0   0        0      0         0         0         0         0         0       0     0.0   0          0          root                   N/A    N/A   N/A   N/A   N/A   N/A  
131    coreservicesd    0.0   00:12.31 0     0    0      0B     0B     0B     131   1     sleeping *0[0]      0.00000 0.00000    0   0        0      0         0         18        0         13        0       0     0.0   670600     2577402    root                   N/A    N/A   N/A   N/A   N/A   N/A  
122    authd            0.0   00:03.13 0     0    0      0B     0B     0B     122   1     sleeping  0[0]      0.00000 0.00000    0   0        0      0         0         0         0         0         0       0     0.0   0          0          root                   N/A    N/A   N/A   N/A   N/A   N/A  
112    cfprefsd         0.0   00:15.99 0     0    0      0B     0B     0B     112   1     sleeping  0[0]      0.00000 0.00000    0   0        0      0         0         0         0         0         0       0     0.0   0          0          root                   N/A    N/A   N/A   N/A   N/A   N/A  
106    distnoted        0.0   00:02.22 0     0    0      0B     0B     0B     106   1     sleeping *0[0]      0.00000 0.00000    241 0        0      0         0         0         0         0         0       0     0.0   0          0          _distnote              N/A    N/A   N/A   N/A   N/A   N/A  
105    notifyd          0.1   02:09.70 0     0    0      0B     0B     0B     105   1     sleeping *0[0]      0.00000 0.00000    0   0        0      11        14        27        15        17        0       0     0.1   1127584    3720333    root                   N/A    N/A   N/A   N/A   N/A   N/A  
104    AirPlayXPCHelper 0.0   00:12.87 0     0    0      0B     0B     0B     104   1     sleeping *0[0]      0.00000 0.00000    0   0        0      2         1         3         1         2         0       1     0.0   70058      954100     root                   N/A    N/A   N/A   N/A   N/A   N/A  
103    corebrightnessd  0.0   00:08.72 0     0    0      0B     0B     0B     103   1     sleeping *0[0]      0.00000 0.00000    0   0        0      0         0         0         0         0         0       0     0.0   0          0          root                   N/A    N/A   N/A   N/A   N/A   N/A  
101    hidd             5.5   12:37.76 0     0    0      0B     0B     0B     101   1     sleeping *0[0]      0.08029 0.00000    261 0        0      538       317       2002      751       550       0       10    5.9   52077999   152740458  _hidd                  N/A    N/A   N/A   N/A   N/A   N/A  
100    bluetoothd       0.0   02:33.80 0     0    0      0B     0B     0B     100   1     sleeping *0[0]      0.00000 0.00000    0   0        0      0         0         0         0         0         0       0     0.0   0          0          root                   N/A    N/A   N/A   N/A   N/A   N/A  
98     KernelEventAgent 0.0   00:00.02 0     0    0      0B     0B     0B     98    1     sleeping *0[0]      0.00000 0.00000    0   0        0      0         0         0         0         0         0       0     0.0   0          0          root                   N/A    N/A   N/A   N/A   N/A   N/A  
97     revisiond        0.0   00:05.01 0     0    0      0B     0B     0B     97    1     sleeping  0[0]      0.00000 0.00000    0   0        0      0         0         0         0         0         0       0     0.0   0          0          root                   N/A    N/A   N/A   N/A   N/A   N/A  
