Processes: 411 total, 4 running, 407 sleeping, 1814 threads 
2018/10/10 10:38:01
Load Avg: 1.87, 1.65, 1.67 
CPU usage: 12.91% user, 14.16% sys, 72.91% idle 
SharedLibs: 189M resident, 56M data, 18M linkedit.
MemRegions: 93775 total, 4977M resident, 138M private, 1459M shared.
PhysMem: 15G used (2855M wired), 958M unused.
VM: 1863G vsize, 1302M framework vsize, 3123227(0) swapins, 3634695(0) swapouts.
Networks: packets: 0/0B in, 0/0B out.
Disks: 0/0B read, 0/0B written.

PID    COMMAND          %CPU TIME     #TH   #WQ #PORTS MEM    PURG   CMPRS  PGRP  PPID  STATE    BOOSTS     %CPU_ME %CPU_OTHRS UID FAULTS   COW    MSGSENT   MSGRECV   SYSBSD    SYSMACH   CSW       PAGEINS IDLEW POWER INSTRS CYCLES USER                   #MREGS RPRVT VPRVT VSIZE KPRVT KSHRD
387    corespeechd      0.0   00:00.13 0     0    0      0B     0B     0B     387   1     sleeping *0[0]      0.00000 0.00000    501 0        0      0         0         0         0         0         0       0     0.0   0          0          species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
386    commerce         0.0   00:50.42 0     0    0      0B     0B     0B     386   1     sleeping  0[0]      0.00000 0.00000    501 0        0      0         0         2         0         2         0       0     0.0   38268      159414     species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
385    com.apple.Ambien 0.0   00:17.38 0     0    0      0B     0B     0B     385   1     sleeping *0[0]      0.00000 0.00000    0   0        0      0         0         0         0         0         0       0     0.0   0          0          root                   N/A    N/A   N/A   N/A   N/A   N/A  
384    assistantd       0.0   00:49.90 0     0    0      0B     0B     0B     384   1     sleeping *0[0]      0.00000 0.00000    501 0        0      0         0         0         0         0         0       0     0.0   0          0          species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
383    swcd             0.0   00:00.64 0     0    0      0B     0B     0B     383   1     sleeping  0[0]      0.00000 0.00000    501 0        0      0         0         0         0         0         0       0     0.0   0          0          species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
381    MTLCompilerServi 0.0   00:00.09 0     0    0      0B     0B     0B     381   1     sleeping  0[0]      0.00000 0.00000    501 0        0      0         0         0         0         0         0       0     0.0   0          0          species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
380    LocationMenu     0.0   00:25.92 0     0    0      0B     0B     0B     380   1     sleeping *0[0]      0.00000 0.00000    501 0        0      2         1         73        9         9         0       0     0.0   184739     1339554    species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
379    com.apple.geod   0.0   00:05.57 0     0    0      0B     0B     0B     379   1     sleeping  0[0]      0.00000 0.00000    501 0        0      0         0         0         0         0         0       0     0.0   0          0          species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
377    SidecarRelay     0.0   00:00.19 0     0    0      0B     0B     0B     377   1     sleeping  0[0]      0.00000 0.00000    501 0        0      0         0         0         0         0         0       0     0.0   0          0          species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
376    MTLCompilerServi 0.0   00:00.11 0     0    0      0B     0B     0B     376   1     sleeping  0[0]      0.00000 0.00000    501 0        0      0         0         0         0         0         0       0     0.0   0          0          species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
375    systemsoundserve 0.0   00:01.65 0     0    0      0B     0B     0B     375   1     sleeping *0[0]      0.00000 0.00000    0   0        0      0         0         0         0         0         0       0     0.0   0          0          root                   N/A    N/A   N/A   N/A   N/A   N/A  
374    CleanMyMac X Hea 0.0   01:36.71 0     0    0      0B     0B     0B     374   1     sleeping *0[0]      0.00000 0.00000    501 0        0      0         0         0         0         0         0       0     0.0   0          0          species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
369    WiFiAgent        0.0   00:17.65 0     0    0      0B     0B     0B     369   1     sleeping  0[0]      0.00000 0.00000    501 0        0      0         0         0         0         0         0       0     0.0   0          0          species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
368    ContainerMetadat 0.0   00:00.97 0     0    0      0B     0B     0B     368   1     sleeping  0[0]      0.00000 0.00000    501 0        0      0         0         0         0         0         0       0     0.0   0          0          species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
367    ProtectedCloudKe 0.0   00:00.38 0     0    0      0B     0B     0B     367   1     sleeping  0[0]      0.00000 0.00000    501 0        0      0         0         0         0         0         0       0     0.0   0          0          species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
352    nfcd             0.0   00:01.01 0     0    0      0B     0B     0B     352   1     sleeping *0[0]      0.00000 0.00000    260 0        0      0         0         0         0         0         0       0     0.0   0          0          _applepay              N/A    N/A   N/A   N/A   N/A   N/A  
351    passd            0.0   00:03.03 0     0    0      0B     0B     0B     351   1     sleeping  0[0]      0.00000 0.00000    501 0        0      0         0         2         0         2         0       0     0.0   38590      156985     species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
350    familycircled    0.0   00:00.18 0     0    0      0B     0B     0B     350   1     sleeping  0[0]      0.00000 0.00000    501 0        0      0         0         0         0         0         0       0     0.0   0          0          species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
349    APFSUserAgent    0.0   00:00.10 0     0    0      0B     0B     0B     349   1     sleeping  0[0]      0.00000 0.00000    501 0        0      0         0         0         0         0         0       0     0.0   0          0          species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
348    networkservicepr 0.0   00:00.25 0     0    0      0B     0B     0B     348   1     sleeping *0[0]      0.00000 0.00000    501 0        0      0         0         0         0         0         0       0     0.0   0          0          species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
347    ControlStrip     0.0   00:50.70 0     0    0      0B     0B     0B     347   1     sleeping *0[0]      0.00000 0.00000    501 0        0      2         1         61        9         7         0       0     0.0   187240     1317498    species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
342    CoreLocationAgen 0.0   00:08.38 0     0    0      0B     0B     0B     342   1     sleeping *0[0]      0.00000 0.00000    501 0        0      2         1         65        9         7         0       0     0.0   211708     1271738    species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
341    adid             0.0   00:05.02 0     0    0      0B     0B     0B     341   1     sleeping *0[2]      0.00000 0.08321    265 4        0      14        2         116       24        2         0       0     0.0   1784948    2797887    _fpsd                  N/A    N/A   N/A   N/A   N/A   N/A  
340    CalNCService     0.0   00:22.36 -2    -2   -2     -24K   0B     0B     340   1     sleeping *0[0]      0.00000 0.00000    501 0        0      2         1         44        9         8         0       0     0.0   212716     1749576    species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
337    CallHistoryPlugi 0.0   00:01.70 0     0    0      0B     0B     0B     337   1     sleeping  0[0]      0.00000 0.00000    501 0        0      0         0         0         0         0         0       0     0.0   0          0          species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
333    CalendarAgent    0.0   01:22.02 0     0    0      0B     0B     0B     333   1     sleeping *0[0]      0.00000 0.00000    501 0        0      0         0         0         0         0         0       0     0.0   0          0          species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
332    findmydeviced    0.0   00:02.21 0     0    0      0B     0B     0B     332   1     sleeping  0[0]      0.00000 0.00000    0   0        0      0         0         2         0         2         0       0     0.0   37249      145483     root                   N/A    N/A   N/A   N/A   N/A   N/A  
330    com.apple.Charac 0.0   00:00.11 0     0    0      0B     0B     0B     330   1     sleeping  0[0]      0.00000 0.00000    501 0        0      0         0         0         0         0         0       0     0.0   0          0          species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
329    MTLCompilerServi 0.0   00:00.22 0     0    0      0B     0B     0B     329   1     sleeping  0[0]      0.00000 0.00000    501 0        0      0         0         0         0         0         0       0     0.0   0          0          species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
328    fmfd             0.0   00:00.67 0     0    0      0B     0B     0B     328   1     sleeping  0[0]      0.00000 0.00000    501 0        0      0         0         0         0         0         0       0     0.0   0          0          species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
326    storeaccountd    0.0   00:04.40 0     0    0      0B     0B     0B     326   1     sleeping  0[0]      0.00000 0.00000    501 0        0      0         0         0         0         0         0       0     0.0   0          0          species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
325    EmojiFunctionRow 0.0   00:38.33 0     0    0      0B     0B     0B     325   1     sleeping *0[0]      0.00000 0.00000    501 0        0      0         0         0         0         0         0       0     0.0   0          0          species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
322    PAH_Extension    0.0   00:11.37 0     0    0      0B     0B     0B     322   1     sleeping  0[0]      0.00000 0.00000    501 0        0      0         0         0         0         0         0       0     0.0   0          0          species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
321    gamecontrollerd  0.0   00:06.64 0     0    0      0B     0B     0B     321   1     sleeping  0[0]      0.00000 0.00000    247 0        0      0         0         0         0         0         0       0     0.0   0          0          _gamecontrollerd       N/A    N/A   N/A   N/A   N/A   N/A  
320    imklaunchagent   0.0   00:04.57 0     0    0      0B     0B     0B     320   1     sleeping *0[0]      0.00000 0.00000    501 0        0      2         1         29        9         4         0       0     0.0   110278     723688     species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
319    com.apple.dock.e 0.0   00:09.65 0     0    0      0B     0B     0B     319   1     sleeping *0[0]      0.00000 0.00000    501 0        0      2         1         65        9         6         0       0     0.0   169219     1228628    species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
318    iconservicesagen 0.0   00:09.25 0     0    0      0B     0B     0B     318   1     sleeping  0[0]      0.00000 0.00000    501 0        0      0         0         0         0         0         0       0     0.0   0          0          species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
316    homed            0.0   00:03.21 0     0    0      0B     0B     0B     316   1     sleeping  0[0]      0.00000 0.00000    501 0        0      0         0         0         0         0         0       0     0.0   0          0          species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
315    sharingd         0.0   01:32.37 -1    -1   -1     -24K   0B     0B     315   1     sleeping  0[0]      0.00000 0.00000    501 0        0      0         0         2         0         1         0       0     0.0   35897      135041     species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
313    useractivityd    0.0   00:43.57 0     0    0      0B     0B     0B     313   1     sleeping  0[0]      0.00000 0.00000    501 0        0      0         0         0         0         0         0       0     0.0   0          0          species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
312    coreauthd        0.0   00:00.38 0     0    0      0B     0B     0B     312   1     sleeping  0[0]      0.00000 0.00000    501 0        0      0         0         0         0         0         0       0     0.0   0          0          species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
311    soagent          0.0   00:03.17 0     0    0      0B     0B     0B     311   1     sleeping  0[0]      0.00000 0.00000    501 0        0      0         0         0         0         0         0       0     0.0   0          0          species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
310    MacsFanControl   0.1   02:25.89 0     0    0      0B     0B     0B     310   1     sleeping *0[0]      0.00000 0.00000    501 1        0      19        6         275       46        21        0       2     0.2   1915361    5245401    species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
309    CleanMyMac X Men 0.0   01:08.74 0     0    0      0B     0B     0B     309   1     sleeping *0[0]      0.00000 0.00000    501 0        0      2         1         69        9         4         0       0     0.0   163586     1328811    species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
308    ctkd             0.0   00:00.11 0     0    0      0B     0B     0B     308   1     sleeping  0[0]      0.00000 0.00000    501 0        0      0         0         0         0         0         0       0     0.0   0          0          species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
307    ctkahp           0.0   00:00.14 0     0    0      0B     0B     0B     307   1     sleeping  0[0]      0.00000 0.00000    501 0        0      0         0         0         0         0         0       0     0.0   0          0          species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
306    NotificationCent 0.0   00:23.56 0     0    0      116K   0B     0B     306   1     sleeping *0[0]      0.00000 0.00000    501 0        0      2         1         117       20        4         0       1     0.1   446366     1358925    species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
305    backgroundtaskma 0.0   00:00.74 0     0    0      0B     0B     0B     305   1     sleeping  0[0]      0.00000 0.00000    501 0        0      0         0         0         0         0         0       0     0.0   0          0          species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
304    ctkahp           0.0   00:00.08 0     0    0      0B     0B     0B     304   1     sleeping  0[0]      0.00000 0.00000    0   0        0      0         0         0         0         0         0       0     0.0   0          0          root                   N/A    N/A   N/A   N/A   N/A   N/A  
302    usernoted        0.0   00:14.64 0     0    0      0B     0B     0B     302   1     sleeping *0[0]      0.00000 0.00000    501 0        0      0         0         0         0         0         0       0     0.0   0          0          species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
301    nsurlstoraged    0.0   00:13.90 0     0    0      0B     0B     0B     301   1     sleeping  0[0]      0.00000 0.00000    501 0        0      0         0         0         0         0         0       0     0.0   0          0          species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
300    CrashReporterSup 0.0   00:00.11 0     0    0      0B     0B     0B     300   1     sleeping  0[0]      0.00000 0.00000    0   0        0      0         0         0         0         0         0       0     0.0   0          0          root                   N/A    N/A   N/A   N/A   N/A   N/A  
299    akd              0.1   00:06.26 0     0    2      0B     0B     0B     299   1     sleeping *0[2]      0.00000 0.12812    501 2        0      24        7         56        26        15        0       0     0.1   4647574    4639498    species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
298    rapportd         0.0   00:04.49 0     0    0      0B     0B     0B     298   1     sleeping *0[0]      0.00000 0.00000    501 0        0      0         0         0         0         0         0       0     0.0   0          0          species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
297    wirelessproxd    0.0   00:44.87 0     0    0      0B     0B     0B     297   1     sleeping  0[0]      0.00000 0.00000    0   0        0      0         0         0         0         0         0       0     0.0   0          0          root                   N/A    N/A   N/A   N/A   N/A   N/A  
296    routined         0.0   00:25.15 0     0    0      0B     0B     0B     296   1     sleeping  0[0]      0.00000 0.00000    501 0        0      0         0         0         0         0         0       0     0.0   0          0          species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
295    secinitd         0.0   00:14.54 0     0    0      0B     0B     0B     295   1     sleeping  0[0]      0.00000 0.00000    501 0        0      0         0         0         0         0         0       0     0.0   0          0          species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
294    ContactsAccounts 0.0   00:02.32 0     0    0      0B     0B     0B     294   1     sleeping  0[0]      0.00000 0.00000    501 0        0      0         0         0         0         0         0       0     0.0   0          0          species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
292    CloudKeychainPro 0.0   00:02.19 0     0    0      0B     0B     0B     292   1     sleeping  0[0]      0.00000 0.00000    501 0        0      0         0         0         0         0         0       0     0.0   0          0          species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
291    filecoordination 0.0   00:04.49 0     0    0      0B     0B     0B     291   1     sleeping *0[0]      0.00000 0.00000    0   0        0      0         0         0         0         0         0       0     0.0   0          0          root                   N/A    N/A   N/A   N/A   N/A   N/A  
289    fontd            0.0   00:55.70 0     0    0      0B     0B     0B     289   1     sleeping  0[0]      0.00000 0.00000    501 0        0      0         0         0         0         0         0       0     0.0   0          0          species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
288    IMDPersistenceAg 0.0   00:01.77 0     0    0      0B     0B     0B     288   1     sleeping  0[0]      0.00000 0.00000    501 0        0      0         0         0         0         0         0       0     0.0   0          0          species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
287    imagent          0.0   00:03.04 0     0    0      0B     0B     0B     287   1     sleeping *0[0]      0.00000 0.00000    501 0        0      0         0         0         0         0         0       0     0.0   0          0          species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
286    trustd           0.0   00:01.21 0     0    0      0B     0B     0B     286   1     sleeping  0[0]      0.00000 0.00000    205 0        0      0         0         0         0         0         0       0     0.0   0          0          _locationd             N/A    N/A   N/A   N/A   N/A   N/A  
285    cfprefsd         0.0   00:00.38 0     0    0      0B     0B     0B     285   1     sleeping  0[0]      0.00000 0.00000    205 0        0      0         0         0         0         0         0       0     0.0   0          0          _locationd             N/A    N/A   N/A   N/A   N/A   N/A  
284    identityservices 0.0   00:55.32 0     0    0      0B     0B     0B     284   1     sleeping *0[0]      0.00000 0.00000    501 0        0      0         0         0         0         0         0       0     0.0   0          0          species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
283    accountsd        0.5   00:44.59 0     0    0      0B     0B     0B     283   1     sleeping *0[4]      0.00000 0.48784    501 14       0      24        6         42        38        18        0       0     0.5   8640732    15278683   species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
281    bird             1.2   01:30.22 0     0    1      0B     0B     0B     281   1     sleeping *0[0]      2.45008 0.00000    501 2        0      4         0         226       366       78        0       1     1.2   25958048   38040380   species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
280    secinitd         0.0   00:00.53 0     0    0      0B     0B     0B     280   1     sleeping  0[0]      0.00000 0.00000    205 0        0      0         0         0         0         0         0       0     0.0   0          0          _locationd             N/A    N/A   N/A   N/A   N/A   N/A  
279    com.apple.geod   0.0   00:02.98 0     0    0      0B     0B     0B     279   1     sleeping  0[0]      0.00000 0.00000    205 0        0      0         0         0         0         0         0       0     0.0   0          0          _locationd             N/A    N/A   N/A   N/A   N/A   N/A  
277    callservicesd    0.0   00:06.46 0     0    0      0B     0B     0B     277   1     sleeping  0[0]      0.00000 0.00000    501 0        0      0         0         0         0         0         0       0     0.0   0          0          species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
276    WirelessRadioMan 0.0   00:01.13 0     0    0      0B     0B     0B     276   1     sleeping *0[0]      0.00000 0.00000    0   0        0      0         0         0         0         0         0       0     0.0   0          0          root                   N/A    N/A   N/A   N/A   N/A   N/A  
272    pkd              0.0   00:08.18 0     0    0      0B     0B     0B     272   1     sleeping  0[0]      0.00000 0.00000    501 0        0      0         0         0         0         0         0       0     0.0   0          0          species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
271    sharedfilelistd  0.0   00:02.12 0     0    0      0B     0B     0B     271   1     sleeping  0[0]      0.00000 0.00000    501 0        0      0         0         0         0         0         0       0     0.0   0          0          species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
269    nsurlsessiond    4.0   00:43.47 0     0    0      -12K   0B     0B     269   1     sleeping *0[0]      0.57551 1.76900    501 3        0      79        28        895       150       268       0       0     4.0   65541662   116086787  species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
268    ViewBridgeAuxili 0.0   00:22.72 0     0    0      0B     0B     0B     268   1     sleeping  0[0]      0.00000 0.00000    501 0        0      0         0         0         0         0         0       0     0.0   0          0          species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
267    tccd             0.0   00:07.53 0     0    0      0B     0B     0B     267   1     sleeping  0[0]      0.00000 0.00000    501 0        0      0         0         0         0         0         0       0     0.0   0          0          species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
266    cloudd           5.5   01:53.53 0/-1  0/-1 4      320K   -344K  0B     266   1     sleeping *1[0]      2.95914 2.45553    501 26       0      125       38        1420      258       359       0       0     5.5   251540238  166972125  species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
264    pboard           0.0   00:01.59 0     0    0      0B     0B     0B     264   1     sleeping *0[0]      0.00000 0.00000    501 0        0      0         0         0         0         0         0       0     0.0   0          0          species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
261    secd             0.6   01:00.27 0     0    0      0B     0B     0B     261   1     sleeping *0[0]      0.00000 0.62830    501 8        0      28        8         48        48        26        0       0     0.6   7283832    19383768   species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
260    Finder           0.1   01:19.27 0     0    0      0B     0B     0B     260   1     sleeping  0[0]      0.00000 0.00000    501 16       0      4         6         151       38        9         0       0     0.1   786411     3412562    species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
259    SystemUIServer   0.0   02:05.00 0     0    0      0B     0B     0B     259   1     sleeping *0[0]      0.00000 0.00000    501 0        0      2         1         69        9         5         0       0     0.0   184572     1763628    species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
258    Dock             0.0   01:18.36 0     0    0      0B     0B     0B     258   1     sleeping *0[0]      0.00000 0.00000    501 0        0      0         0         0         0         0         0       0     0.0   0          0          species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
257    talagent         0.0   00:08.09 0     0    0      0B     0B     0B     257   1     sleeping *0[0]      0.00000 0.00000    501 0        0      2         1         65        9         3         0       0     0.0   158219     1089061    species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
256    trustd           0.2   00:48.46 0     0    0      0B     0B     0B     256   1     sleeping *0[2]      0.00000 0.24269    501 0        0      10        2         35        18        10        0       0     0.2   10327294   6946206    species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
255    lsd              0.0   00:07.09 0     0    0      0B     0B     0B     255   1     sleeping  0[0]      0.00000 0.00000    501 0        0      0         0         0         0         0         0       0     0.0   0          0          species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
254    CommCenter       0.0   00:15.93 0     0    0      0B     0B     0B     254   1     sleeping *0[0]      0.00000 0.00000    501 0        0      0         0         0         0         0         0       0     0.0   0          0          species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
252    distnoted        0.0   00:22.81 0     0    0      0B     0B     0B     252   1     sleeping *0[0]      0.00000 0.04551    501 0        0      3         1         3         2         1         0       0     0.0   2674473    1694054    species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
250    UserEventAgent   0.0   01:12.68 0     0    0      0B     0B     0B     250   1     sleeping *0[0]      0.00000 0.00000    501 0        0      0         0         0         0         0         0       0     0.0   0          0          species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
249    cfprefsd         0.0   00:27.13 0     0    0      0B     0B     0B     249   1     sleeping  0[0]      0.00000 0.00000    501 0        0      0         0         0         0         0         0       0     0.0   0          0          species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
248    coresymbolicatio 0.0   00:00.93 0     0    0      0B     0B     0B     248   1     sleeping  0[0]      0.00000 0.00000    0   0        0      0         0         0         0         0         0       0     0.0   0          0          root                   N/A    N/A   N/A   N/A   N/A   N/A  
247    biokitaggdd      0.0   00:00.32 0     0    0      0B     0B     0B     247   1     sleeping  0[0]      0.00000 0.00000    0   0        0      0         0         0         0         0         0       0     0.0   0          0          root                   N/A    N/A   N/A   N/A   N/A   N/A  
246    analyticsd       0.0   00:05.33 0     0    0      0B     0B     0B     246   1     sleeping  0[0]      0.00000 0.00000    263 0        0      0         0         0         0         0         0       0     0.0   0          0          _analyticsd            N/A    N/A   N/A   N/A   N/A   N/A  
244    nsurlstoraged    0.0   00:00.20 0     0    0      0B     0B     0B     244   1     sleeping  0[0]      0.00000 0.00000    243 0        0      0         0         0         0         0         0       0     0.0   0          0          _nsurlstoraged         N/A    N/A   N/A   N/A   N/A   N/A  
243    distnoted        0.0   00:00.31 0     0    0      0B     0B     0B     243   1     sleeping *0[0]      0.00000 0.00000    0   0        0      0         0         0         0         0         0       0     0.0   0          0          root                   N/A    N/A   N/A   N/A   N/A   N/A  
242    ViewBridgeAuxili 0.0   00:14.65 0     0    0      0B     0B     0B     242   1     sleeping  0[0]      0.00000 0.00000    0   0        0      0         0         0         0         0         0       0     0.0   0          0          root                   N/A    N/A   N/A   N/A   N/A   N/A  
241    securityd_servic 0.0   00:00.03 0     0    0      0B     0B     0B     241   1     sleeping *0[0]      0.00000 0.00000    0   0        0      0         0         0         0         0         0       0     0.0   0          0          root                   N/A    N/A   N/A   N/A   N/A   N/A  
240    coreauthd        0.0   00:01.29 0     0    0      0B     0B     0B     240   1     sleeping *0[0]      0.00000 0.00000    0   0        0      0         0         0         0         0         0       0     0.0   0          0          root                   N/A    N/A   N/A   N/A   N/A   N/A  
236    GSSCred          0.0   00:00.47 0     0    0      0B     0B     0B     236   1     sleeping *0[0]      0.00000 0.00000    0   0        0      0         0         0         0         0         0       0     0.0   0          0          root                   N/A    N/A   N/A   N/A   N/A   N/A  
233    com.apple.Accoun 0.0   00:00.09 0     0    0      0B     0B     0B     233   1     sleeping  0[0]      0.00000 0.00000    0   0        0      0         0         0         0         0         0       0     0.0   0          0          root                   N/A    N/A   N/A   N/A   N/A   N/A  
232    com.apple.Perfor 0.0   00:14.35 0     0    0      0B     0B     0B     232   1     sleeping  0[0]      0.00000 0.00000    0   0        0      0         0         0         0         0         0       0     0.0   0          0          root                   N/A    N/A   N/A   N/A   N/A   N/A  
231    com.apple.audio. 0.0   00:00.02 0     0    0      0B     0B     0B     231   1     sleeping  0[0]      0.00000 0.00000    202 0        0      0         0         0         0         0         0       0     0.0   0          0          _coreaudiod            N/A    N/A   N/A   N/A   N/A   N/A  
229    AudioComponentRe 0.0   00:00.16 0     0    0      0B     0B     0B     229   1     sleeping  0[0]      0.00000 0.00000    0   0        0      0         0         0         0         0         0       0     0.0   0          0          root                   N/A    N/A   N/A   N/A   N/A   N/A  
217    com.apple.CodeSi 0.0   00:01.47 0     0    0      0B     0B     0B     217   1     sleeping  0[0]      0.00000 0.00000    0   0        0      0         0         0         0         0         0       0     0.0   0          0          root                   N/A    N/A   N/A   N/A   N/A   N/A  
208    colorsyncd       0.0   00:00.03 0     0    0      0B     0B     0B     208   1     sleeping  0[0]      0.00000 0.00000    0   0        0      0         0         0         0         0         0       0     0.0   0          0          root                   N/A    N/A   N/A   N/A   N/A   N/A  
207    tccd             0.0   00:06.85 0     0    0      0B     0B     0B     207   1     sleeping  0[0]      0.00000 0.00000    0   0        0      0         0         0         0         0         0       0     0.0   0          0          root                   N/A    N/A   N/A   N/A   N/A   N/A  
206    colorsync.displa 0.0   00:00.12 0     0    0      0B     0B     0B     206   1     sleeping  0[0]      0.00000 0.00000    0   0        0      0         0         0         0         0         0       0     0.0   0          0          root                   N/A    N/A   N/A   N/A   N/A   N/A  
205    CVMServer        0.0   00:00.55 0     0    0      0B     0B     0B     205   1     sleeping *0[0]      0.00000 0.00000    0   0        0      0         0         0         0         0         0       0     0.0   0          0          root                   N/A    N/A   N/A   N/A   N/A   N/A  
204    TouchBarServer   0.8   02:25.45 0     0    0      0B     0B     0B     204   1     sleeping *0[0]      0.00000 0.00346    0   0        0      84        42        694       146       78        0       5     1.0   5693677    24359550   root                   N/A    N/A   N/A   N/A   N/A   N/A  
202    mds_stores       0.0   04:21.69 0     0    0      0B     0B     0B     202   1     sleeping *0[0]      0.00000 0.02843    0   1        0      2         1         24        1         13        0       0     0.0   421114     1146338    root                   N/A    N/A   N/A   N/A   N/A   N/A  
201    secinitd         0.0   00:00.53 0     0    0      0B     0B     0B     201   1     sleeping  0[0]      0.00000 0.00000    0   0        0      0         0         0         0         0         0       0     0.0   0          0          root                   N/A    N/A   N/A   N/A   N/A   N/A  
198    thermald         0.0   00:00.19 0     0    0      0B     0B     0B     198   1     sleeping *0[0]      0.00000 0.00000    0   0        0      0         0         0         0         0         0       0     0.0   0          0          root                   N/A    N/A   N/A   N/A   N/A   N/A  
197    eoshostd         0.0   00:00.42 0     0    0      0B     0B     0B     197   1     sleeping *0[0]      0.00000 0.00000    0   0        0      0         0         0         0         0         0       0     0.0   0          0          root                   N/A    N/A   N/A   N/A   N/A   N/A  
196    watchdogd        0.0   00:01.00 0     0    0      0B     0B     0B     196   1     sleeping *0[0]      0.00000 0.00000    0   0        0      0         0         0         0         0         0       0     0.0   0          0          root                   N/A    N/A   N/A   N/A   N/A   N/A  
191    WindowServer     18.8  64:49.05 0     0    -1     2688K  -2688K 8192B  191   1     sleeping *0[0]      2.22221 0.00000    88  1        0      1295      734       5257      3064      979       0       20    19.7  152023006  531189865  _windowserver          N/A    N/A   N/A   N/A   N/A   N/A  
